origin,dest,num_flights,time_hour,flight_type,stops,airline,flight_number,arrival_time,aircraft_type,frequency
JFK,BOS,1,1/1/13 14:59,Domestic,2,Emirates,EM849,01/01/13 16:29,Airbus A380,Weekly
JFK,CLT,1,1/1/13 07:43,Domestic,1,Emirates,EM153,01/01/13 09:43,Boeing 737,Monthly
JFK,GRU,1,1/1/13 14:41,International,1,Qatar Airways,QA878,01/02/13 00:41,Airbus A380,Daily
JFK,FRA,1,1/1/13 15:01,International,1,United,UN704,01/01/13 23:01,Airbus A320,Daily
JFK,CLT,1,1/1/13 08:55,Domestic,1,Air France,AI879,01/01/13 10:55,Boeing 777,Monthly
JFK,ORD,1,1/1/13 14:59,Domestic,1,Air France,AI641,01/01/13 17:29,Boeing 787,Monthly
JFK,PVG,1,1/1/13 07:12,International,1,British Airways,BR425,01/01/13 22:12,Airbus A320,Weekly
JFK,DXB,1,1/1/13 06:15,International,0,Air France,AI696,01/01/13 18:15,Boeing 777,Daily
JFK,ATL,1,1/1/13 13:03,Domestic,2,JetBlue,JE740,01/01/13 15:03,Boeing 777,Daily
JFK,AMS,1,1/1/13 13:08,International,0,United,UN841,01/01/13 20:38,Airbus A380,Bi-Weekly
JFK,ATL,1,1/1/13 17:23,Domestic,0,United,UN328,01/01/13 19:23,Boeing 787,Weekly
JFK,BOS,1,1/1/13 06:23,Domestic,1,Emirates,EM230,01/01/13 07:53,Embraer 190,Daily
JFK,CLT,1,1/1/13 13:41,Domestic,2,British Airways,BR787,01/01/13 15:41,Airbus A380,Weekly
JFK,DXB,1,1/1/13 18:26,International,2,Air France,AI620,01/02/13 06:26,Airbus A320,Monthly
JFK,CDG,1,1/1/13 08:01,International,1,JetBlue,JE599,01/01/13 15:31,Airbus A380,Weekly
JFK,BOS,1,1/1/13 15:36,Domestic,2,JetBlue,JE962,01/01/13 17:06,Boeing 737,Bi-Weekly
JFK,CLT,1,1/1/13 06:46,Domestic,1,British Airways,BR971,01/01/13 08:46,Embraer 190,Monthly
JFK,SYD,1,1/1/13 18:35,International,0,Air France,AI663,01/02/13 14:35,Boeing 737,Daily
JFK,ORD,1,1/1/13 13:23,Domestic,0,Air France,AI647,01/01/13 15:53,Boeing 737,Monthly
JFK,LHR,1,1/1/13 07:31,International,1,Qatar Airways,QA605,01/01/13 14:31,Boeing 787,Bi-Weekly
JFK,SYD,1,1/1/13 18:30,International,0,Qatar Airways,QA318,01/02/13 14:30,Airbus A320,Weekly
JFK,HND,1,1/1/13 12:05,International,0,Lufthansa,LU668,01/02/13 02:05,Embraer 190,Monthly
JFK,AMS,1,1/1/13 06:09,International,1,Air France,AI715,01/01/13 13:39,Airbus A320,Daily
JFK,ORD,1,1/1/13 13:04,Domestic,2,JetBlue,JE365,01/01/13 15:34,Boeing 787,Daily
JFK,AMS,1,1/1/13 13:24,International,0,Delta,DE267,01/01/13 20:54,Embraer 190,Bi-Weekly
JFK,CLT,1,1/1/13 15:58,Domestic,1,JetBlue,JE222,01/01/13 17:58,Boeing 737,Weekly
JFK,AMS,1,1/1/13 17:58,International,2,British Airways,BR455,01/02/13 01:28,Airbus A320,Monthly
JFK,ORD,1,1/1/13 06:12,Domestic,0,Qatar Airways,QA586,01/01/13 08:42,Airbus A380,Monthly
JFK,BOS,1,1/1/13 12:17,Domestic,1,Delta,DE913,01/01/13 13:47,Airbus A320,Weekly
JFK,ATL,1,1/1/13 13:47,Domestic,1,American Airlines,AM801,01/01/13 15:47,Boeing 787,Weekly
JFK,DXB,1,1/1/13 16:36,International,0,Qatar Airways,QA815,01/02/13 04:36,Airbus A320,Weekly
JFK,ORD,1,1/1/13 07:49,Domestic,2,JetBlue,JE979,01/01/13 10:19,Airbus A380,Weekly
JFK,ORD,1,1/1/13 16:18,Domestic,0,Lufthansa,LU265,01/01/13 18:48,Airbus A320,Daily
JFK,BOS,1,1/1/13 06:45,Domestic,1,Lufthansa,LU704,01/01/13 08:15,Embraer 190,Weekly
JFK,CLT,1,1/1/13 13:28,Domestic,2,Qatar Airways,QA226,01/01/13 15:28,Airbus A380,Bi-Weekly
JFK,BOS,1,1/1/13 17:18,Domestic,0,United,UN381,01/01/13 18:48,Embraer 190,Monthly
JFK,ORD,1,1/1/13 16:40,Domestic,0,British Airways,BR646,01/01/13 19:10,Boeing 787,Bi-Weekly
JFK,MCO,1,1/1/13 15:32,Domestic,1,United,UN688,01/01/13 18:32,Boeing 737,Daily
JFK,CLT,1,1/1/13 14:28,Domestic,1,Air France,AI405,01/01/13 16:28,Boeing 787,Daily
JFK,CLT,1,1/1/13 16:32,Domestic,0,Qatar Airways,QA742,01/01/13 18:32,Boeing 787,Bi-Weekly
JFK,BOS,1,1/1/13 06:38,Domestic,0,British Airways,BR857,01/01/13 08:08,Airbus A320,Bi-Weekly
JFK,ORD,1,1/1/13 08:23,Domestic,0,Lufthansa,LU247,01/01/13 10:53,Boeing 737,Bi-Weekly
JFK,CLT,1,1/1/13 08:17,Domestic,2,United,UN281,01/01/13 10:17,Airbus A320,Weekly
JFK,MCO,1,1/1/13 06:24,Domestic,2,Emirates,EM306,01/01/13 09:24,Embraer 190,Daily
JFK,LHR,1,1/1/13 12:42,International,1,American Airlines,AM517,01/01/13 19:42,Airbus A380,Bi-Weekly
JFK,ORD,1,1/1/13 08:22,Domestic,1,Air France,AI159,01/01/13 10:52,Embraer 190,Bi-Weekly
JFK,BOS,1,1/1/13 16:42,Domestic,2,British Airways,BR276,01/01/13 18:12,Embraer 190,Daily
JFK,FRA,1,1/1/13 17:42,International,0,American Airlines,AM258,01/02/13 01:42,Airbus A320,Bi-Weekly
JFK,YYZ,1,1/1/13 08:20,International,1,Emirates,EM847,01/01/13 09:50,Airbus A380,Daily
JFK,MCO,1,1/1/13 06:02,Domestic,1,British Airways,BR374,01/01/13 09:02,Boeing 787,Bi-Weekly
JFK,LHR,1,1/1/13 17:40,International,0,Emirates,EM722,01/02/13 00:40,Boeing 777,Monthly
JFK,YYZ,1,1/1/13 18:57,International,0,American Airlines,AM407,01/01/13 20:27,Airbus A380,Daily
JFK,GRU,1,1/1/13 06:15,International,0,United,UN749,01/01/13 16:15,Boeing 737,Daily
JFK,BOS,1,1/1/13 06:53,Domestic,1,Emirates,EM375,01/01/13 08:23,Airbus A380,Bi-Weekly
JFK,PVG,1,1/1/13 14:44,International,2,American Airlines,AM328,01/02/13 05:44,Airbus A320,Weekly
JFK,ATL,1,1/1/13 14:25,Domestic,2,Delta,DE454,01/01/13 16:25,Embraer 190,Weekly
JFK,PVG,1,1/1/13 16:14,International,0,Qatar Airways,QA251,01/02/13 07:14,Boeing 777,Bi-Weekly
JFK,BOS,1,1/1/13 06:01,Domestic,0,Delta,DE423,01/01/13 07:31,Embraer 190,Daily
JFK,BOS,1,1/1/13 08:24,Domestic,0,Emirates,EM760,01/01/13 09:54,Boeing 787,Weekly
JFK,MCO,1,1/1/13 08:58,Domestic,2,Delta,DE299,01/01/13 11:58,Boeing 737,Bi-Weekly
JFK,ORD,1,1/1/13 15:44,Domestic,2,Delta,DE943,01/01/13 18:14,Boeing 787,Weekly
JFK,CLT,1,1/1/13 07:14,Domestic,1,Lufthansa,LU695,01/01/13 09:14,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 07:17,Domestic,2,United,UN869,01/01/13 09:17,Embraer 190,Daily
JFK,FRA,1,1/1/13 15:44,International,1,Delta,DE258,01/01/13 23:44,Boeing 777,Daily
JFK,PVG,1,1/1/13 16:24,International,0,British Airways,BR526,01/02/13 07:24,Airbus A380,Weekly
JFK,ORD,1,1/1/13 12:25,Domestic,2,American Airlines,AM572,01/01/13 14:55,Boeing 777,Bi-Weekly
JFK,MCO,1,1/1/13 16:48,Domestic,2,American Airlines,AM861,01/01/13 19:48,Airbus A380,Monthly
JFK,LHR,1,1/1/13 12:36,International,0,United,UN915,01/01/13 19:36,Boeing 777,Daily
JFK,DXB,1,1/1/13 14:47,International,0,Delta,DE329,01/02/13 02:47,Airbus A320,Daily
JFK,SYD,1,1/1/13 16:57,International,0,United,UN232,01/02/13 12:57,Boeing 787,Weekly
JFK,CLT,1,1/1/13 17:36,Domestic,0,Lufthansa,LU926,01/01/13 19:36,Embraer 190,Daily
JFK,SYD,1,1/1/13 16:28,International,2,Air France,AI535,01/02/13 12:28,Airbus A380,Bi-Weekly
JFK,CLT,1,1/1/13 08:44,Domestic,0,United,UN342,01/01/13 10:44,Boeing 737,Daily
JFK,PVG,1,1/1/13 17:27,International,0,JetBlue,JE198,01/02/13 08:27,Airbus A320,Weekly
JFK,YYZ,1,1/1/13 16:30,International,1,JetBlue,JE734,01/01/13 18:00,Boeing 787,Monthly
JFK,AMS,1,1/1/13 06:48,International,1,Delta,DE660,01/01/13 14:18,Embraer 190,Monthly
JFK,ORD,1,1/1/13 18:38,Domestic,1,British Airways,BR373,01/01/13 21:08,Boeing 737,Weekly
JFK,CLT,1,1/1/13 15:20,Domestic,1,Delta,DE706,01/01/13 17:20,Embraer 190,Weekly
JFK,BOS,1,1/1/13 16:52,Domestic,1,Emirates,EM854,01/01/13 18:22,Boeing 777,Bi-Weekly
JFK,GRU,1,1/1/13 17:27,International,0,United,UN539,01/02/13 03:27,Boeing 777,Monthly
JFK,ATL,1,1/1/13 14:38,Domestic,0,British Airways,BR130,01/01/13 16:38,Embraer 190,Daily
JFK,FRA,1,1/1/13 14:29,International,0,Air France,AI855,01/01/13 22:29,Boeing 737,Monthly
JFK,ATL,1,1/1/13 14:18,Domestic,1,Delta,DE712,01/01/13 16:18,Boeing 777,Weekly
JFK,GRU,1,1/1/13 14:36,International,2,JetBlue,JE765,01/02/13 00:36,Airbus A380,Weekly
JFK,CLT,1,1/1/13 15:49,Domestic,1,British Airways,BR568,01/01/13 17:49,Airbus A380,Monthly
JFK,MCO,1,1/1/13 07:22,Domestic,0,Emirates,EM577,01/01/13 10:22,Boeing 777,Bi-Weekly
JFK,BOS,1,1/1/13 07:37,Domestic,0,Delta,DE853,01/01/13 09:07,Airbus A320,Daily
JFK,DXB,1,1/1/13 16:30,International,0,United,UN760,01/02/13 04:30,Boeing 737,Bi-Weekly
JFK,BOS,1,1/1/13 06:21,Domestic,0,American Airlines,AM551,01/01/13 07:51,Boeing 777,Bi-Weekly
JFK,YYZ,1,1/1/13 18:16,International,1,Delta,DE365,01/01/13 19:46,Embraer 190,Bi-Weekly
JFK,GRU,1,1/1/13 17:44,International,2,Delta,DE271,01/02/13 03:44,Boeing 777,Weekly
JFK,CLT,1,1/1/13 15:38,Domestic,2,British Airways,BR901,01/01/13 17:38,Airbus A380,Monthly
JFK,ORD,1,1/1/13 15:42,Domestic,0,Emirates,EM972,01/01/13 18:12,Airbus A320,Weekly
JFK,BOS,1,1/1/13 07:00,Domestic,0,British Airways,BR393,01/01/13 08:30,Boeing 737,Bi-Weekly
JFK,CLT,1,1/1/13 15:49,Domestic,0,British Airways,BR712,01/01/13 17:49,Airbus A320,Monthly
JFK,ORD,1,1/1/13 07:59,Domestic,2,Lufthansa,LU820,01/01/13 10:29,Airbus A380,Daily
JFK,ORD,1,1/1/13 14:57,Domestic,0,Air France,AI641,01/01/13 17:27,Embraer 190,Monthly
JFK,SYD,1,1/1/13 16:03,International,1,British Airways,BR808,01/02/13 12:03,Boeing 737,Daily
JFK,CLT,1,1/1/13 16:13,Domestic,0,Lufthansa,LU169,01/01/13 18:13,Embraer 190,Weekly
JFK,HND,1,1/1/13 13:02,International,0,Delta,DE532,01/02/13 03:02,Boeing 777,Monthly
JFK,CLT,1,1/1/13 16:06,Domestic,2,Emirates,EM186,01/01/13 18:06,Boeing 787,Daily
JFK,YYZ,1,1/1/13 17:58,International,2,United,UN848,01/01/13 19:28,Airbus A320,Daily
JFK,SYD,1,1/1/13 06:12,International,2,United,UN637,01/02/13 02:12,Airbus A380,Monthly
JFK,DXB,1,1/1/13 13:33,International,1,United,UN362,01/02/13 01:33,Airbus A380,Monthly
JFK,ORD,1,1/1/13 15:19,Domestic,1,British Airways,BR931,01/01/13 17:49,Airbus A320,Weekly
JFK,BOS,1,1/1/13 18:58,Domestic,0,Air France,AI944,01/01/13 20:28,Airbus A380,Monthly
JFK,CLT,1,1/1/13 17:47,Domestic,2,British Airways,BR457,01/01/13 19:47,Boeing 737,Daily
JFK,CLT,1,1/1/13 06:40,Domestic,2,British Airways,BR140,01/01/13 08:40,Boeing 737,Monthly
JFK,BOS,1,1/1/13 17:18,Domestic,0,United,UN615,01/01/13 18:48,Boeing 787,Monthly
JFK,FRA,1,1/1/13 14:02,International,0,American Airlines,AM110,01/01/13 22:02,Airbus A380,Bi-Weekly
JFK,CLT,1,1/1/13 06:10,Domestic,2,Lufthansa,LU596,01/01/13 08:10,Airbus A320,Monthly
JFK,BOS,1,1/1/13 17:16,Domestic,2,Delta,DE500,01/01/13 18:46,Airbus A380,Weekly
JFK,ORD,1,1/1/13 15:43,Domestic,0,Qatar Airways,QA141,01/01/13 18:13,Embraer 190,Weekly
JFK,YYZ,1,1/1/13 07:37,International,0,Qatar Airways,QA192,01/01/13 09:07,Boeing 787,Daily
JFK,ATL,1,1/1/13 16:35,Domestic,1,Lufthansa,LU330,01/01/13 18:35,Boeing 787,Weekly
JFK,ORD,1,1/1/13 12:02,Domestic,2,British Airways,BR151,01/01/13 14:32,Boeing 787,Bi-Weekly
JFK,BOS,1,1/1/13 06:27,Domestic,0,Air France,AI585,01/01/13 07:57,Airbus A320,Weekly
JFK,BOS,1,1/1/13 15:30,Domestic,2,Emirates,EM831,01/01/13 17:00,Boeing 787,Monthly
JFK,MCO,1,1/1/13 14:37,Domestic,1,Emirates,EM591,01/01/13 17:37,Airbus A320,Bi-Weekly
JFK,MCO,1,1/1/13 08:02,Domestic,2,Lufthansa,LU442,01/01/13 11:02,Airbus A380,Bi-Weekly
JFK,BOS,1,1/1/13 07:46,Domestic,1,Air France,AI404,01/01/13 09:16,Embraer 190,Daily
JFK,BOS,1,1/1/13 06:49,Domestic,0,Qatar Airways,QA779,01/01/13 08:19,Airbus A320,Daily
JFK,FRA,1,1/1/13 06:22,International,1,British Airways,BR336,01/01/13 14:22,Boeing 787,Weekly
JFK,ORD,1,1/1/13 18:01,Domestic,2,Air France,AI433,01/01/13 20:31,Embraer 190,Monthly
JFK,DXB,1,1/1/13 17:48,International,0,Lufthansa,LU976,01/02/13 05:48,Boeing 737,Weekly
JFK,GRU,1,1/1/13 16:57,International,1,Delta,DE311,01/02/13 02:57,Boeing 787,Daily
JFK,ORD,1,1/1/13 17:17,Domestic,1,Emirates,EM555,01/01/13 19:47,Boeing 787,Daily
JFK,MCO,1,1/1/13 18:18,Domestic,0,British Airways,BR281,01/01/13 21:18,Embraer 190,Monthly
JFK,ORD,1,1/1/13 18:14,Domestic,1,British Airways,BR436,01/01/13 20:44,Boeing 787,Weekly
JFK,AMS,1,1/1/13 18:14,International,0,British Airways,BR437,01/02/13 01:44,Boeing 777,Bi-Weekly
JFK,CLT,1,1/1/13 15:21,Domestic,2,British Airways,BR299,01/01/13 17:21,Boeing 787,Weekly
JFK,CLT,1,1/1/13 07:11,Domestic,2,United,UN674,01/01/13 09:11,Boeing 787,Bi-Weekly
JFK,MCO,1,1/1/13 06:20,Domestic,2,JetBlue,JE535,01/01/13 09:20,Airbus A380,Weekly
JFK,DXB,1,1/1/13 16:11,International,0,Delta,DE518,01/02/13 04:11,Embraer 190,Bi-Weekly
JFK,CLT,1,1/1/13 14:20,Domestic,1,American Airlines,AM724,01/01/13 16:20,Boeing 777,Monthly
JFK,AMS,1,1/1/13 06:27,International,1,Emirates,EM467,01/01/13 13:57,Boeing 737,Weekly
JFK,ORD,1,1/1/13 07:13,Domestic,0,Delta,DE756,01/01/13 09:43,Airbus A380,Bi-Weekly
JFK,HND,1,1/1/13 07:29,International,1,Delta,DE285,01/01/13 21:29,Embraer 190,Weekly
JFK,ORD,1,1/1/13 18:39,Domestic,2,Qatar Airways,QA634,01/01/13 21:09,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 07:43,Domestic,2,American Airlines,AM530,01/01/13 10:13,Boeing 787,Monthly
JFK,ORD,1,1/1/13 08:28,Domestic,0,Qatar Airways,QA895,01/01/13 10:58,Boeing 787,Daily
JFK,CDG,1,1/1/13 08:31,International,0,American Airlines,AM120,01/01/13 16:01,Boeing 787,Monthly
JFK,SYD,1,1/1/13 08:17,International,1,Qatar Airways,QA672,01/02/13 04:17,Airbus A380,Bi-Weekly
JFK,PVG,1,1/1/13 06:38,International,0,Delta,DE878,01/01/13 21:38,Boeing 787,Monthly
JFK,DXB,1,1/1/13 16:15,International,2,Qatar Airways,QA292,01/02/13 04:15,Airbus A320,Bi-Weekly
JFK,CLT,1,1/1/13 18:09,Domestic,0,United,UN962,01/01/13 20:09,Boeing 787,Weekly
JFK,MCO,1,1/1/13 06:16,Domestic,1,British Airways,BR986,01/01/13 09:16,Airbus A320,Daily
JFK,CLT,1,1/1/13 18:12,Domestic,1,American Airlines,AM624,01/01/13 20:12,Airbus A320,Monthly
JFK,CLT,1,1/1/13 06:51,Domestic,1,British Airways,BR300,01/01/13 08:51,Airbus A380,Bi-Weekly
JFK,YYZ,1,1/1/13 06:43,International,2,Emirates,EM296,01/01/13 08:13,Airbus A320,Daily
JFK,BOS,1,1/1/13 13:39,Domestic,1,Emirates,EM404,01/01/13 15:09,Boeing 777,Daily
JFK,GRU,1,1/1/13 15:22,International,1,Qatar Airways,QA707,01/02/13 01:22,Boeing 787,Monthly
JFK,ORD,1,1/1/13 06:36,Domestic,2,Air France,AI524,01/01/13 09:06,Airbus A380,Monthly
JFK,MCO,1,1/1/13 06:46,Domestic,0,Lufthansa,LU499,01/01/13 09:46,Boeing 737,Monthly
JFK,BOS,1,1/1/13 08:27,Domestic,1,British Airways,BR195,01/01/13 09:57,Boeing 777,Weekly
JFK,MCO,1,1/1/13 07:59,Domestic,2,Emirates,EM975,01/01/13 10:59,Boeing 777,Monthly
JFK,AMS,1,1/1/13 18:04,International,1,Delta,DE959,01/02/13 01:34,Boeing 737,Bi-Weekly
JFK,SYD,1,1/1/13 06:20,International,2,United,UN613,01/02/13 02:20,Boeing 787,Bi-Weekly
JFK,CDG,1,1/1/13 06:11,International,0,British Airways,BR322,01/01/13 13:41,Boeing 737,Bi-Weekly
JFK,ATL,1,1/1/13 07:28,Domestic,2,Delta,DE408,01/01/13 09:28,Airbus A320,Weekly
JFK,CLT,1,1/1/13 15:01,Domestic,0,Air France,AI657,01/01/13 17:01,Boeing 787,Daily
JFK,CLT,1,1/1/13 17:28,Domestic,1,British Airways,BR329,01/01/13 19:28,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 06:36,Domestic,2,Emirates,EM434,01/01/13 09:36,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 07:19,Domestic,2,Air France,AI358,01/01/13 10:19,Boeing 737,Weekly
JFK,MCO,1,1/1/13 15:18,Domestic,2,American Airlines,AM720,01/01/13 18:18,Embraer 190,Bi-Weekly
JFK,ATL,1,1/1/13 08:41,Domestic,1,British Airways,BR379,01/01/13 10:41,Boeing 777,Monthly
JFK,ATL,1,1/1/13 07:15,Domestic,2,Emirates,EM215,01/01/13 09:15,Airbus A380,Monthly
JFK,DXB,1,1/1/13 07:13,International,0,United,UN957,01/01/13 19:13,Airbus A320,Daily
JFK,YYZ,1,1/1/13 12:27,International,1,American Airlines,AM323,01/01/13 13:57,Airbus A320,Monthly
JFK,CLT,1,1/1/13 18:29,Domestic,0,Air France,AI964,01/01/13 20:29,Airbus A380,Daily
JFK,BOS,1,1/1/13 17:18,Domestic,2,JetBlue,JE793,01/01/13 18:48,Embraer 190,Weekly
JFK,MCO,1,1/1/13 17:30,Domestic,0,American Airlines,AM917,01/01/13 20:30,Airbus A380,Bi-Weekly
JFK,FRA,1,1/1/13 07:40,International,0,American Airlines,AM835,01/01/13 15:40,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 13:03,Domestic,2,United,UN994,01/01/13 15:03,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 14:59,Domestic,0,British Airways,BR185,01/01/13 17:29,Embraer 190,Weekly
JFK,HND,1,1/1/13 12:52,International,0,United,UN969,01/02/13 02:52,Boeing 777,Weekly
JFK,LHR,1,1/1/13 06:18,International,2,JetBlue,JE581,01/01/13 13:18,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 18:02,Domestic,0,Qatar Airways,QA924,01/01/13 20:32,Airbus A320,Monthly
JFK,ATL,1,1/1/13 12:19,Domestic,1,British Airways,BR265,01/01/13 14:19,Boeing 787,Daily
JFK,ATL,1,1/1/13 16:04,Domestic,2,American Airlines,AM668,01/01/13 18:04,Boeing 777,Daily
JFK,CLT,1,1/1/13 06:38,Domestic,1,Emirates,EM119,01/01/13 08:38,Boeing 777,Daily
JFK,GRU,1,1/1/13 15:16,International,2,Qatar Airways,QA166,01/02/13 01:16,Boeing 777,Bi-Weekly
JFK,PVG,1,1/1/13 06:32,International,1,Emirates,EM705,01/01/13 21:32,Boeing 777,Monthly
JFK,FRA,1,1/1/13 06:01,International,1,British Airways,BR579,01/01/13 14:01,Boeing 737,Weekly
JFK,ORD,1,1/1/13 08:49,Domestic,0,Delta,DE356,01/01/13 11:19,Boeing 777,Bi-Weekly
JFK,AMS,1,1/1/13 08:13,International,2,Lufthansa,LU858,01/01/13 15:43,Airbus A320,Monthly
JFK,PVG,1,1/1/13 15:10,International,0,Lufthansa,LU305,01/02/13 06:10,Boeing 787,Weekly
JFK,MCO,1,1/1/13 17:14,Domestic,2,Qatar Airways,QA616,01/01/13 20:14,Embraer 190,Daily
JFK,LHR,1,1/1/13 12:16,International,0,Emirates,EM173,01/01/13 19:16,Boeing 777,Daily
JFK,YYZ,1,1/1/13 17:08,International,0,Delta,DE953,01/01/13 18:38,Airbus A320,Bi-Weekly
JFK,CDG,1,1/1/13 07:28,International,2,JetBlue,JE868,01/01/13 14:58,Boeing 777,Weekly
JFK,FRA,1,1/1/13 13:13,International,2,United,UN802,01/01/13 21:13,Boeing 787,Weekly
JFK,BOS,1,1/1/13 07:30,Domestic,1,Air France,AI679,01/01/13 09:00,Boeing 777,Monthly
JFK,ORD,1,1/1/13 16:26,Domestic,2,Delta,DE761,01/01/13 18:56,Boeing 777,Daily
JFK,DXB,1,1/1/13 07:32,International,0,Lufthansa,LU841,01/01/13 19:32,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 17:26,Domestic,1,Air France,AI485,01/01/13 19:26,Boeing 777,Weekly
JFK,CLT,1,1/1/13 12:50,Domestic,2,American Airlines,AM270,01/01/13 14:50,Boeing 787,Daily
JFK,CLT,1,1/1/13 15:03,Domestic,0,Qatar Airways,QA402,01/01/13 17:03,Boeing 777,Bi-Weekly
JFK,DXB,1,1/1/13 07:25,International,1,American Airlines,AM687,01/01/13 19:25,Boeing 787,Daily
JFK,MCO,1,1/1/13 06:14,Domestic,2,JetBlue,JE910,01/01/13 09:14,Boeing 787,Daily
JFK,ORD,1,1/1/13 08:52,Domestic,1,Lufthansa,LU849,01/01/13 11:22,Embraer 190,Bi-Weekly
JFK,GRU,1,1/1/13 12:17,International,0,American Airlines,AM760,01/01/13 22:17,Airbus A320,Bi-Weekly
JFK,YYZ,1,1/1/13 14:06,International,1,Lufthansa,LU494,01/01/13 15:36,Boeing 777,Daily
JFK,BOS,1,1/1/13 16:12,Domestic,1,United,UN785,01/01/13 17:42,Airbus A320,Weekly
JFK,CLT,1,1/1/13 07:14,Domestic,2,British Airways,BR884,01/01/13 09:14,Airbus A320,Daily
JFK,ATL,1,1/1/13 14:54,Domestic,2,American Airlines,AM251,01/01/13 16:54,Boeing 787,Monthly
JFK,CLT,1,1/1/13 16:26,Domestic,0,Delta,DE181,01/01/13 18:26,Boeing 787,Monthly
JFK,ORD,1,1/1/13 06:40,Domestic,0,United,UN773,01/01/13 09:10,Boeing 777,Bi-Weekly
JFK,ATL,1,1/1/13 12:05,Domestic,0,American Airlines,AM363,01/01/13 14:05,Airbus A380,Weekly
JFK,ATL,1,1/1/13 18:21,Domestic,0,British Airways,BR389,01/01/13 20:21,Embraer 190,Bi-Weekly
JFK,LHR,1,1/1/13 07:45,International,1,JetBlue,JE255,01/01/13 14:45,Airbus A320,Weekly
JFK,ORD,1,1/1/13 08:08,Domestic,1,Air France,AI409,01/01/13 10:38,Boeing 787,Bi-Weekly
JFK,FRA,1,1/1/13 16:17,International,0,Lufthansa,LU968,01/02/13 00:17,Airbus A380,Bi-Weekly
JFK,MCO,1,1/1/13 16:11,Domestic,1,Qatar Airways,QA632,01/01/13 19:11,Airbus A380,Daily
JFK,ORD,1,1/1/13 13:23,Domestic,0,American Airlines,AM215,01/01/13 15:53,Boeing 787,Monthly
JFK,MCO,1,1/1/13 06:20,Domestic,2,American Airlines,AM754,01/01/13 09:20,Boeing 787,Daily
JFK,ORD,1,1/1/13 06:25,Domestic,2,Lufthansa,LU654,01/01/13 08:55,Airbus A380,Daily
JFK,BOS,1,1/1/13 13:06,Domestic,1,Air France,AI374,01/01/13 14:36,Boeing 787,Daily
JFK,BOS,1,1/1/13 07:29,Domestic,0,American Airlines,AM566,01/01/13 08:59,Airbus A320,Monthly
JFK,FRA,1,1/1/13 06:35,International,2,Air France,AI623,01/01/13 14:35,Airbus A320,Daily
JFK,MCO,1,1/1/13 07:12,Domestic,1,JetBlue,JE978,01/01/13 10:12,Boeing 737,Weekly
JFK,SYD,1,1/1/13 16:45,International,2,American Airlines,AM394,01/02/13 12:45,Boeing 777,Daily
JFK,ORD,1,1/1/13 16:04,Domestic,1,British Airways,BR816,01/01/13 18:34,Boeing 777,Bi-Weekly
JFK,CLT,1,1/1/13 06:24,Domestic,1,Air France,AI608,01/01/13 08:24,Embraer 190,Daily
JFK,ORD,1,1/1/13 15:40,Domestic,2,United,UN258,01/01/13 18:10,Boeing 777,Weekly
JFK,CLT,1,1/1/13 18:45,Domestic,2,Lufthansa,LU114,01/01/13 20:45,Airbus A320,Weekly
JFK,CLT,1,1/1/13 14:10,Domestic,2,Air France,AI577,01/01/13 16:10,Embraer 190,Daily
JFK,CLT,1,1/1/13 06:49,Domestic,2,Delta,DE667,01/01/13 08:49,Airbus A380,Monthly
JFK,FRA,1,1/1/13 12:52,International,0,Air France,AI234,01/01/13 20:52,Embraer 190,Weekly
JFK,BOS,1,1/1/13 08:41,Domestic,1,British Airways,BR931,01/01/13 10:11,Airbus A320,Monthly
JFK,CDG,1,1/1/13 15:50,International,0,Qatar Airways,QA460,01/01/13 23:20,Boeing 777,Weekly
JFK,CDG,1,1/1/13 06:52,International,1,JetBlue,JE947,01/01/13 14:22,Boeing 777,Weekly
JFK,SYD,1,1/1/13 14:10,International,0,Air France,AI638,01/02/13 10:10,Boeing 787,Daily
JFK,CLT,1,1/1/13 14:09,Domestic,0,JetBlue,JE815,01/01/13 16:09,Boeing 737,Daily
JFK,YYZ,1,1/1/13 16:22,International,2,Emirates,EM558,01/01/13 17:52,Boeing 787,Monthly
JFK,MCO,1,1/1/13 07:30,Domestic,0,British Airways,BR439,01/01/13 10:30,Boeing 787,Weekly
JFK,BOS,1,1/1/13 14:51,Domestic,0,Qatar Airways,QA316,01/01/13 16:21,Airbus A380,Monthly
JFK,HND,1,1/1/13 13:14,International,1,Delta,DE752,01/02/13 03:14,Boeing 737,Monthly
JFK,PVG,1,1/1/13 14:02,International,1,British Airways,BR779,01/02/13 05:02,Embraer 190,Monthly
JFK,ORD,1,1/1/13 14:32,Domestic,0,Qatar Airways,QA546,01/01/13 17:02,Boeing 777,Bi-Weekly
JFK,YYZ,1,1/1/13 17:26,International,2,British Airways,BR995,01/01/13 18:56,Airbus A380,Bi-Weekly
